Electoral District Number / No de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	 Candidate's Initial(s) / Initiale(s) du candidat	 Candidate's Campaign Office Telephone Number / Numéro de téléphone du bureau de campagne du candidat	Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation	Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
59006	Delta--Richmond East	Delta--Richmond-Est	No Affiliation	Aucune appartenance	Shavluk	John		(604) 930-5059	05-Apr-2011	07:30:00
59006	Delta--Richmond East	Delta--Richmond-Est	New Democratic Party	Nouveau Parti démocratique	Slater	Nic		(604) 961-7079	04-Apr-2011	03:08:00
59007	Pitt Meadows--Maple Ridge--Mission	Pitt Meadows--Maple Ridge--Mission	Liberal Party of Canada	Parti libéral du Canada	Bhuller	Mandeep		1 888 292-5928	08-Apr-2011	03:10:00
59007	Pitt Meadows--Maple Ridge--Mission	Pitt Meadows--Maple Ridge--Mission	Conservative Party of Canada	Parti conservateur du Canada	Kamp	Randy		1 866 466-0053	01-Apr-2011	05:50:00
59007	Pitt Meadows--Maple Ridge--Mission	Pitt Meadows--Maple Ridge--Mission	New Democratic Party	Nouveau Parti démocratique	Speirs	Craig		(604) 476-2406	01-Apr-2011	07:00:00
59007	Pitt Meadows--Maple Ridge--Mission	Pitt Meadows--Maple Ridge--Mission	Green Party of Canada	Le Parti Vert du Canada	Tam	Peter		(604) 467-1888	03-Apr-2011	03:15:00
59008	Esquimalt--Juan de Fuca	Esquimalt--Juan de Fuca	Conservative Party of Canada	Parti conservateur du Canada	DeSouza	Troy		(250) 590-4839	01-Apr-2011	02:55:00
59008	Esquimalt--Juan de Fuca	Esquimalt--Juan de Fuca	New Democratic Party	Nouveau Parti démocratique	Garrison	Randall C.		(250) 590-7160	02-Apr-2011	02:38:00
59008	Esquimalt--Juan de Fuca	Esquimalt--Juan de Fuca	Independent	Indépendant	Lesosky	Louis James			06-Apr-2011	05:00:00
59008	Esquimalt--Juan de Fuca	Esquimalt--Juan de Fuca	Canadian Action Party	Parti action canadienne	Porter	Christopher Robert			08-Apr-2011	01:10:00
59008	Esquimalt--Juan de Fuca	Esquimalt--Juan de Fuca	Green Party of Canada	Le Parti Vert du Canada	Salsman	Shaunna		(250) 889-7474	04-Apr-2011	02:56:00
59008	Esquimalt--Juan de Fuca	Esquimalt--Juan de Fuca	Liberal Party of Canada	Parti libéral du Canada	Szpak	Lillian		(250) 590-3999	06-Apr-2011	04:28:00
59009	Fleetwood--Port Kells	Fleetwood--Port Kells	Liberal Party of Canada	Parti libéral du Canada	Dhanoa	Pam			07-Apr-2011	02:00:00
59009	Fleetwood--Port Kells	Fleetwood--Port Kells	New Democratic Party	Nouveau Parti démocratique	Fernando	Nao		(604) 583-1764	08-Apr-2011	10:00:00
59009	Fleetwood--Port Kells	Fleetwood--Port Kells	Conservative Party of Canada	Parti conservateur du Canada	Grewal	Nina		(604) 581-3386	05-Apr-2011	11:00:00
59009	Fleetwood--Port Kells	Fleetwood--Port Kells	Libertarian Party of Canada	Parti Libertarien du Canada	Joehl	Alex		(778) 862-4605	12-Apr-2011	10:00:00
59009	Fleetwood--Port Kells	Fleetwood--Port Kells	Green Party of Canada	Le Parti Vert du Canada	Saldanha	Alan		(604) 599-9223	06-Apr-2011	12:00:00
59010	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	Green Party of Canada	Le Parti Vert du Canada	Cavers	Donovan Michael		(250) 852-2264	10-Apr-2011	03:35:00
59010	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	New Democratic Party	Nouveau Parti démocratique	Crawford	Michael David		(250) 376-9446	01-Apr-2011	02:00:00
59010	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Kempling	Christopher		(250) 320-3219	02-Apr-2011	10:00:00
59010	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	Conservative Party of Canada	Parti conservateur du Canada	McLeod	Cathy		(250) 828-0042	01-Apr-2011	02:00:00
59010	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	Liberal Party of Canada	Parti libéral du Canada	Todd	Murray		(778) 471-5556	06-Apr-2011	03:30:00
59011	Kelowna--Lake Country	Kelowna--Lake Country	Conservative Party of Canada	Parti conservateur du Canada	Cannan	Ron		(778) 478-0250	31-Mar-2011	09:05:00
59011	Kelowna--Lake Country	Kelowna--Lake Country	Green Party of Canada	Le Parti Vert du Canada	Hooper	Alice		(250) 317-2174	01-Apr-2011	05:05:00
59011	Kelowna--Lake Country	Kelowna--Lake Country	New Democratic Party	Nouveau Parti démocratique	Kalmanovitch	Tisha		(250) 808-4444	08-Apr-2011	08:00:00
59011	Kelowna--Lake Country	Kelowna--Lake Country	Liberal Party of Canada	Parti libéral du Canada	Stewart	Kris		(250) 763-8897	01-Apr-2011	11:10:00
59012	Kootenay--Columbia	Kootenay--Columbia	Liberal Party of Canada	Parti libéral du Canada	Aitchison	Betty		(250) 427-3503	09-Apr-2011	05:00:00
59012	Kootenay--Columbia	Kootenay--Columbia	Independent	Indépendant	Bush	Brent			31-Mar-2011	09:00:00
59012	Kootenay--Columbia	Kootenay--Columbia	Green Party of Canada	Le Parti Vert du Canada	Green	Bill		(250) 427-0498	07-Apr-2011	10:50:00
59012	Kootenay--Columbia	Kootenay--Columbia	New Democratic Party	Nouveau Parti démocratique	Shmigelsky	Mark		(250) 426-4880	05-Apr-2011	02:15:00
59012	Kootenay--Columbia	Kootenay--Columbia	Conservative Party of Canada	Parti conservateur du Canada	Wilks	David		(250) 426-6232	31-Mar-2011	09:00:00
59013	Langley	Langley	Liberal Party of Canada	Parti libéral du Canada	Darnell	Rebecca		(604) 533-8436	06-Apr-2011	09:30:00
59013	Langley	Langley	New Democratic Party	Nouveau Parti démocratique	Majkowski	Piotr		(604) 530-3043	02-Apr-2011	04:00:00
59013	Langley	Langley	Pirate Party of Canada	Parti Pirate du Canada	Nobbs	Craig			11-Apr-2011	07:30:00
59013	Langley	Langley	Green Party of Canada	Le Parti Vert du Canada	Poitras	Carey Ann		(778) 878-0462	03-Apr-2011	02:35:00
59013	Langley	Langley	Conservative Party of Canada	Parti conservateur du Canada	Warawa	Mark		(604) 534-1160	31-Mar-2011	04:00:00
59014	Nanaimo--Alberni	Nanaimo--Alberni	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Biley	Barbara		(250) 338-4067	09-Apr-2011	10:40:00
59014	Nanaimo--Alberni	Nanaimo--Alberni	Green Party of Canada	Le Parti Vert du Canada	Jespersen	Myron		(250) 724-1977	04-Apr-2011	03:10:00
59014	Nanaimo--Alberni	Nanaimo--Alberni	Conservative Party of Canada	Parti conservateur du Canada	Lunney	James		(250) 586-8600	04-Apr-2011	03:15:00
59014	Nanaimo--Alberni	Nanaimo--Alberni	New Democratic Party	Nouveau Parti démocratique	Maartman	Zenaida		(250) 756-9596	05-Apr-2011	02:30:00
59014	Nanaimo--Alberni	Nanaimo--Alberni	Liberal Party of Canada	Parti libéral du Canada	Miller	Renée Amber		(250) 586-3834	05-Apr-2011	04:10:00
59014	Nanaimo--Alberni	Nanaimo--Alberni	Pirate Party of Canada	Parti Pirate du Canada	Schroeder	Jesse		(250) 591-4592	11-Apr-2011	12:14:00
59014	Nanaimo--Alberni	Nanaimo--Alberni	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Wagner	Frank		(250) 933-6889	11-Apr-2011	09:45:00
59015	Nanaimo--Cowichan	Nanaimo--Cowichan	Green Party of Canada	Le Parti Vert du Canada	Benoit	Anne Marie			04-Apr-2011	05:00:00
59015	Nanaimo--Cowichan	Nanaimo--Cowichan	New Democratic Party	Nouveau Parti démocratique	Crowder	Jean		(250) 597-1820	01-Apr-2011	12:15:00
59015	Nanaimo--Cowichan	Nanaimo--Cowichan	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	East	Jack		(250) 338-4067	08-Apr-2011	04:00:00
59015	Nanaimo--Cowichan	Nanaimo--Cowichan	Liberal Party of Canada	Parti libéral du Canada	Fillmore	Brian		(250) 740-0771	12-Apr-2011	02:25:00
59015	Nanaimo--Cowichan	Nanaimo--Cowichan	Conservative Party of Canada	Parti conservateur du Canada	Koury	John		1 877 908-8683	06-Apr-2011	11:40:00
59016	Newton--North Delta	Newton--Delta-Nord	Liberal Party of Canada	Parti libéral du Canada	Dhaliwal	Sukh		(604) 543-8080	01-Apr-2011	07:00:00
59016	Newton--North Delta	Newton--Delta-Nord	Conservative Party of Canada	Parti conservateur du Canada	Fallon	Mani		(604) 572-1149	05-Apr-2011	03:30:00
59016	Newton--North Delta	Newton--Delta-Nord	Independent	Indépendant	Gill	Ravi S.		(604) 501-2840	11-Apr-2011	03:15:00
59016	Newton--North Delta	Newton--Delta-Nord	Communist Party of Canada	Parti communiste du Canada	Hammond	Samuel Frank		(604) 254-9836	10-Apr-2011	02:40:00
59016	Newton--North Delta	Newton--Delta-Nord	New Democratic Party	Nouveau Parti démocratique	Sims	Jinny		(604) 572-0294	08-Apr-2011	03:32:00
59016	Newton--North Delta	Newton--Delta-Nord	Green Party of Canada	Le Parti Vert du Canada	Walker	Liz			08-Apr-2011	07:30:00
59017	New Westminster--Coquitlam	New Westminster--Coquitlam	Conservative Party of Canada	Parti conservateur du Canada	Dilworth	Diana		(604) 525-2003	01-Apr-2011	08:04:00
59017	New Westminster--Coquitlam	New Westminster--Coquitlam	New Democratic Party	Nouveau Parti démocratique	Donnelly	Fin		(604) 526-3346	06-Apr-2011	09:40:00
59017	New Westminster--Coquitlam	New Westminster--Coquitlam	Green Party of Canada	Le Parti Vert du Canada	Helps	Rebecca		(778) 991-9520	04-Apr-2011	05:34:00
59017	New Westminster--Coquitlam	New Westminster--Coquitlam	Liberal Party of Canada	Parti libéral du Canada	Lee	Ken Beck		(604) 277-1134	09-Apr-2011	01:43:00
59017	New Westminster--Coquitlam	New Westminster--Coquitlam	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Verrier	Roland		(778) 772-8550	08-Apr-2011	05:52:00
59018	Okanagan--Shuswap	Okanagan--Shuswap	Green Party of Canada	Le Parti Vert du Canada	Crockett	Greig		(778) 475-5860	02-Apr-2011	09:15:00
59018	Okanagan--Shuswap	Okanagan--Shuswap	Liberal Party of Canada	Parti libéral du Canada	Francis	Janna		(250) 306-2627	07-Apr-2011	10:35:00
59018	Okanagan--Shuswap	Okanagan--Shuswap	New Democratic Party	Nouveau Parti démocratique	Inouye	Nikki		(250) 542-6956	02-Apr-2011	11:00:00
59018	Okanagan--Shuswap	Okanagan--Shuswap	Conservative Party of Canada	Parti conservateur du Canada	Mayes	Colin		(778) 475-5857	01-Apr-2011	09:00:00
59019	North Vancouver	North Vancouver	New Democratic Party	Nouveau Parti démocratique	Charrois	Michael		(778) 686-5358	02-Apr-2011	09:30:00
59019	North Vancouver	North Vancouver	Green Party of Canada	Le Parti Vert du Canada	Dowman	Greg		(604) 649-1567	11-Apr-2011	05:25:00
59019	North Vancouver	North Vancouver	Independent	Indépendant	Jones	Nick		(778) 996-0568	11-Apr-2011	12:35:00
59019	North Vancouver	North Vancouver	Liberal Party of Canada	Parti libéral du Canada	Noormohamed	Taleeb		(604) 983-8474	04-Apr-2011	06:39:00
59019	North Vancouver	North Vancouver	Conservative Party of Canada	Parti conservateur du Canada	Saxton	Andrew		(604) 986-5515	02-Apr-2011	10:05:00
59020	Okanagan--Coquihalla	Okanagan--Coquihalla	Conservative Party of Canada	Parti conservateur du Canada	Albas	Dan		(250) 493-6144	06-Apr-2011	04:00:00
59020	Okanagan--Coquihalla	Okanagan--Coquihalla	Green Party of Canada	Le Parti Vert du Canada	Bouchard	Dan		(250) 809-7517	07-Apr-2011	09:45:00
59020	Okanagan--Coquihalla	Okanagan--Coquihalla	New Democratic Party	Nouveau Parti démocratique	Finnis	David		(250) 493-4341	07-Apr-2011	09:40:00
59020	Okanagan--Coquihalla	Okanagan--Coquihalla	Liberal Party of Canada	Parti libéral du Canada	Kidder	John		1 888 387-5034	06-Apr-2011	03:30:00
59020	Okanagan--Coquihalla	Okanagan--Coquihalla	Independent	Indépendant	Upshaw	Sean		(250) 878-3800	02-Apr-2011	07:00:00
59020	Okanagan--Coquihalla	Okanagan--Coquihalla	Independent	Indépendant	Wittel	Dietrich		(250) 809-8054	13-Apr-2011	07:50:00
59021	Port Moody--Westwood--Port Coquitlam	Port Moody--Westwood--Port Coquitlam	Libertarian Party of Canada	Parti Libertarien du Canada	Geddes	Paul		(604) 944-2845	10-Apr-2011	01:32:00
59021	Port Moody--Westwood--Port Coquitlam	Port Moody--Westwood--Port Coquitlam	New Democratic Party	Nouveau Parti démocratique	Ireland	Mark		(604) 629-8866	07-Apr-2011	08:21:00
59021	Port Moody--Westwood--Port Coquitlam	Port Moody--Westwood--Port Coquitlam	Green Party of Canada	Le Parti Vert du Canada	Kim	Kevin		(604) 375-7990	07-Apr-2011	12:31:00
59021	Port Moody--Westwood--Port Coquitlam	Port Moody--Westwood--Port Coquitlam	Liberal Party of Canada	Parti libéral du Canada	McGillivray	Stewart		(778) 885-3562	10-Apr-2011	02:18:00
59021	Port Moody--Westwood--Port Coquitlam	Port Moody--Westwood--Port Coquitlam	Conservative Party of Canada	Parti conservateur du Canada	Moore	James		(604) 461-6222	02-Apr-2011	10:00:00
59022	Prince George--Peace River	Prince George--Peace River	New Democratic Party	Nouveau Parti démocratique	Boone	Lois		1 877 744-3440	06-Apr-2011	12:15:00
59022	Prince George--Peace River	Prince George--Peace River	Pirate Party of Canada	Parti Pirate du Canada	Coté	Jeremy		(250) 774-7494	08-Apr-2011	08:10:00
59022	Prince George--Peace River	Prince George--Peace River	Green Party of Canada	Le Parti Vert du Canada	Crowley	Hilary		(250) 561-0301	02-Apr-2011	12:57:00
59022	Prince George--Peace River	Prince George--Peace River	Liberal Party of Canada	Parti libéral du Canada	Levine	Ben		(250) 960-2169	08-Apr-2011	12:34:00
59022	Prince George--Peace River	Prince George--Peace River	Conservative Party of Canada	Parti conservateur du Canada	Zimmer	Bob		(250) 271-0986	02-Apr-2011	12:57:00
59023	Richmond	Richmond	New Democratic Party	Nouveau Parti démocratique	Jackaman	Dale			08-Apr-2011	05:10:00
59023	Richmond	Richmond	Liberal Party of Canada	Parti libéral du Canada	Peschisolido	Joe		(778) 297-5600	08-Apr-2011	07:20:00
59023	Richmond	Richmond	Green Party of Canada	Le Parti Vert du Canada	Wolfe	Michael		(778) 887-9341	09-Apr-2011	12:00:00
59023	Richmond	Richmond	Conservative Party of Canada	Parti conservateur du Canada	Wong	Alice		(778) 317-2336	04-Apr-2011	05:35:00
59024	Saanich--Gulf Islands	Saanich--Gulf Islands	Liberal Party of Canada	Parti libéral du Canada	Hetherington	Renée		(778) 426-2020	07-Apr-2011	03:30:00
59024	Saanich--Gulf Islands	Saanich--Gulf Islands	New Democratic Party	Nouveau Parti démocratique	Loring-Kuhanga	Edith		(250) 590-5473	03-Apr-2011	02:50:00
59024	Saanich--Gulf Islands	Saanich--Gulf Islands	Conservative Party of Canada	Parti conservateur du Canada	Lunn	Gary		(250) 479-1241	06-Apr-2011	09:05:00
59024	Saanich--Gulf Islands	Saanich--Gulf Islands	Green Party of Canada	Le Parti Vert du Canada	May	Elizabeth		(778) 426-4494	03-Apr-2011	01:37:00
59025	Skeena--Bulkley Valley	Skeena--Bulkley Valley	Green Party of Canada	Le Parti Vert du Canada	Benham	Roger			08-Apr-2011	03:30:00
59025	Skeena--Bulkley Valley	Skeena--Bulkley Valley	Canadian Action Party	Parti action canadienne	Braun	Maggie		(250) 638-0011	10-Apr-2011	01:30:00
59025	Skeena--Bulkley Valley	Skeena--Bulkley Valley	New Democratic Party	Nouveau Parti démocratique	Cullen	Nathan Paul			02-Apr-2011	03:15:00
59025	Skeena--Bulkley Valley	Skeena--Bulkley Valley	Conservative Party of Canada	Parti conservateur du Canada	Harmon	Clay		(250) 615-2225	01-Apr-2011	03:30:00
59025	Skeena--Bulkley Valley	Skeena--Bulkley Valley	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Taylor	Rod		(250) 877-8426	01-Apr-2011	03:45:00
59025	Skeena--Bulkley Valley	Skeena--Bulkley Valley	Liberal Party of Canada	Parti libéral du Canada	Warwick	Kyle			08-Apr-2011	07:50:00
59026	British Columbia Southern Interior	Colombie-Britannique-Southern Interior	New Democratic Party	Nouveau Parti démocratique	Atamanenko	Alex		(855) 215-2019	02-Apr-2011	05:00:00
59026	British Columbia Southern Interior	Colombie-Britannique-Southern Interior	Conservative Party of Canada	Parti conservateur du Canada	Hill	Stephen		1 877 357-2010	02-Apr-2011	03:45:00
59026	British Columbia Southern Interior	Colombie-Britannique-Southern Interior	Green Party of Canada	Le Parti Vert du Canada	Hunt	Bryan		(403) 283-3959	31-Mar-2011	05:30:00
59026	British Columbia Southern Interior	Colombie-Britannique-Southern Interior	Liberal Party of Canada	Parti libéral du Canada	Lavell	Shan		(250) 863-7545	11-Apr-2011	11:00:00
59027	South Surrey--White Rock--Cloverdale	Surrey-Sud--White Rock--Cloverdale	Green Party of Canada	Le Parti Vert du Canada	Colero	Larry		(604) 542-9489	30-Mar-2011	06:10:00
59027	South Surrey--White Rock--Cloverdale	Surrey-Sud--White Rock--Cloverdale	Independent	Indépendant	Donohoe	Kevin Peter		(604) 802-7350	08-Apr-2011	03:00:00
59027	South Surrey--White Rock--Cloverdale	Surrey-Sud--White Rock--Cloverdale	Independent	Indépendant	Hawkins	David		(604) 542-0891	06-Apr-2011	09:00:00
59027	South Surrey--White Rock--Cloverdale	Surrey-Sud--White Rock--Cloverdale	Conservative Party of Canada	Parti conservateur du Canada	Hiebert	Russ		(604) 542-5157	30-Mar-2011	04:00:00
59027	South Surrey--White Rock--Cloverdale	Surrey-Sud--White Rock--Cloverdale	New Democratic Party	Nouveau Parti démocratique	Keeping	Susan		(604) 531-6557	06-Apr-2011	03:00:00
59027	South Surrey--White Rock--Cloverdale	Surrey-Sud--White Rock--Cloverdale	Independent	Indépendant	Looye	Aart		(604) 561-9497	06-Apr-2011	11:30:00
59027	South Surrey--White Rock--Cloverdale	Surrey-Sud--White Rock--Cloverdale	Progressive Canadian Party	Parti Progressiste Canadien	Marlatt	Brian		(604) 541-9783	07-Apr-2011	05:30:00
59027	South Surrey--White Rock--Cloverdale	Surrey-Sud--White Rock--Cloverdale	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Schouten	Mike		(778) 321-2457	31-Mar-2011	05:45:00
59027	South Surrey--White Rock--Cloverdale	Surrey-Sud--White Rock--Cloverdale	Liberal Party of Canada	Parti libéral du Canada	Staub	Hardy		(604) 560-5611	06-Apr-2011	06:20:00
59028	Surrey North	Surrey-Nord	Libertarian Party of Canada	Parti Libertarien du Canada	Barens	Norris		(778) 395-6646	08-Apr-2011	11:55:00
59028	Surrey North	Surrey-Nord	Conservative Party of Canada	Parti conservateur du Canada	Cadman	Dona		(604) 580-1022	03-Apr-2011	12:35:00
59028	Surrey North	Surrey-Nord	Green Party of Canada	Le Parti Vert du Canada	Keenan	Bernadette		(778) 867-6115	07-Apr-2011	06:25:00
59028	Surrey North	Surrey-Nord	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Pielak	Kevin		(604) 781-3662	05-Apr-2011	07:15:00
59028	Surrey North	Surrey-Nord	Liberal Party of Canada	Parti libéral du Canada	Purewal	Shinder		(604) 729-4592	02-Apr-2011	02:00:00
59028	Surrey North	Surrey-Nord	New Democratic Party	Nouveau Parti démocratique	Sandhu	Jasbir		(604) 582-1637	07-Apr-2011	07:10:00
59028	Surrey North	Surrey-Nord	Independent	Indépendant	Scott	Jamie		(778) 709-5504	09-Apr-2011	11:00:00
59029	Vancouver Centre	Vancouver-Centre	Green Party of Canada	Le Parti Vert du Canada	Carr	Adriane		(604) 689-9233	02-Apr-2011	10:35:00
59029	Vancouver Centre	Vancouver-Centre	Conservative Party of Canada	Parti conservateur du Canada	Clarke	Jennifer		(604) 600-2223	02-Apr-2011	12:12:00
59029	Vancouver Centre	Vancouver-Centre	Libertarian Party of Canada	Parti Libertarien du Canada	Clarke	John		(604) 681-9861	11-Apr-2011	11:30:00
59029	Vancouver Centre	Vancouver-Centre	Liberal Party of Canada	Parti libéral du Canada	Fry	Hedy		(604) 558-4470	02-Apr-2011	11:04:00
59029	Vancouver Centre	Vancouver-Centre	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Hill	Michael		(778) 772-8550	10-Apr-2011	05:15:00
59029	Vancouver Centre	Vancouver-Centre	Progressive Canadian Party	Parti Progressiste Canadien	Huenefeld	Michael		(604) 505-3126	10-Apr-2011	03:06:00
59029	Vancouver Centre	Vancouver-Centre	Pirate Party of Canada	Parti Pirate du Canada	McCrea	Travis		(778) 846-3444	10-Apr-2011	03:10:00
59029	Vancouver Centre	Vancouver-Centre	New Democratic Party	Nouveau Parti démocratique	Shillington	Karen		(604) 687-6800	07-Apr-2011	02:40:00
59030	Vancouver East	Vancouver-Est	Liberal Party of Canada	Parti libéral du Canada	Ahi	Roma		(778) 558-5061	11-Apr-2011	09:00:00
59030	Vancouver East	Vancouver-Est	New Democratic Party	Nouveau Parti démocratique	Davies	Libby		(604) 568-7740	05-Apr-2011	09:45:00
59030	Vancouver East	Vancouver-Est	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Jamieson	Anne		(778) 772-8550	07-Apr-2011	04:32:00
59030	Vancouver East	Vancouver-Est	Green Party of Canada	Le Parti Vert du Canada	Roy	Douglas		(604) 812-8694	06-Apr-2011	04:49:00
59030	Vancouver East	Vancouver-Est	Conservative Party of Canada	Parti conservateur du Canada	Yatco	Irene C.		(604) 254-0088	05-Apr-2011	09:15:00
59031	Vancouver Island North	Île de Vancouver-Nord	Independent	Indépendant	Draper	Jason		1 866 267-2773	11-Apr-2011	03:20:00
59031	Vancouver Island North	Île de Vancouver-Nord	Conservative Party of Canada	Parti conservateur du Canada	Duncan	John		(250) 338-2215	01-Apr-2011	07:30:00
59031	Vancouver Island North	Île de Vancouver-Nord	Liberal Party of Canada	Parti libéral du Canada	Holland	Mike		(250) 871-8002	02-Apr-2011	08:10:00
59031	Vancouver Island North	Île de Vancouver-Nord	New Democratic Party	Nouveau Parti démocratique	Leonard	Ronna-Rae		(250) 871-7172	04-Apr-2011	11:30:00
