Electoral District Number / No de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	 Candidate's Initial(s) / Initiale(s) du candidat	 Candidate's Campaign Office Telephone Number / Numéro de téléphone du bureau de campagne du candidat	Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation	Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
59002	Burnaby--Douglas	Burnaby--Douglas	Conservative Party of Canada	Parti conservateur du Canada	Leung	Ronald		(604) 637-9944	15-Sep-2008	03:42:00
59002	Burnaby--Douglas	Burnaby--Douglas	Green Party of Canada	Le Parti Vert du Canada	Perry	Doug		(604) 568-2525	22-Sep-2008	02:00:00
59002	Burnaby--Douglas	Burnaby--Douglas	New Democratic Party	Nouveau Parti démocratique	Siksay	Bill		(604) 299-8767	17-Sep-2008	06:45:00
59003	Burnaby--New Westminster	Burnaby--New Westminster	New Democratic Party	Nouveau Parti démocratique	Julian	Peter		(778) 397-0677	17-Sep-2008	01:25:00
59003	Burnaby--New Westminster	Burnaby--New Westminster	Liberal Party of Canada	Parti libéral du Canada	Lenoski	Gerry		(604) 438-6733	15-Sep-2008	02:00:00
59003	Burnaby--New Westminster	Burnaby--New Westminster	Green Party of Canada	Le Parti Vert du Canada	McLaren	Carrie		(604) 626-6086	19-Sep-2008	07:50:00
59003	Burnaby--New Westminster	Burnaby--New Westminster	Conservative Party of Canada	Parti conservateur du Canada	Rakhra	Sam		(604) 439-8811	19-Sep-2008	07:30:00
59003	Burnaby--New Westminster	Burnaby--New Westminster	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Theriault	Joseph		(250) 338-4067	20-Sep-2008	04:10:00
59003	Burnaby--New Westminster	Burnaby--New Westminster	Libertarian Party of Canada	Parti Libertarien du Canada	Yetisen	Ismet		(778) 863-2621	21-Sep-2008	02:50:00
59004	Cariboo--Prince George	Cariboo--Prince George	Liberal Party of Canada	Parti libéral du Canada	Adamick	Drew		(250) 981-5288	21-Sep-2008	02:40:00
59004	Cariboo--Prince George	Cariboo--Prince George	New Democratic Party	Nouveau Parti démocratique	Collins	Bev			17-Sep-2008	08:30:00
59004	Cariboo--Prince George	Cariboo--Prince George	Independent	Indépendant	Gook	Douglas			22-Sep-2008	03:00:00
59004	Cariboo--Prince George	Cariboo--Prince George	Conservative Party of Canada	Parti conservateur du Canada	Harris	Dick			15-Sep-2008	06:10:00
59004	Cariboo--Prince George	Cariboo--Prince George	Green Party of Canada	Le Parti Vert du Canada	Van Drielen	Amber			22-Sep-2008	02:20:00
59005	Chilliwack--Fraser Canyon	Chilliwack--Fraser Canyon	New Democratic Party	Nouveau Parti démocratique	Kormendy	Helen			12-Sep-2008	02:25:00
59005	Chilliwack--Fraser Canyon	Chilliwack--Fraser Canyon	Green Party of Canada	Le Parti Vert du Canada	Lebeau	Barbara		(604) 819-7561	18-Sep-2008	05:16:00
59005	Chilliwack--Fraser Canyon	Chilliwack--Fraser Canyon	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Ludwig	Harold J.			22-Sep-2008	10:26:00
59005	Chilliwack--Fraser Canyon	Chilliwack--Fraser Canyon	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	O'Donnell	Dorothy-Jean		(250) 338-4067	22-Sep-2008	01:55:00
59005	Chilliwack--Fraser Canyon	Chilliwack--Fraser Canyon	Conservative Party of Canada	Parti conservateur du Canada	Strahl	Chuck			12-Sep-2008	10:30:00
59005	Chilliwack--Fraser Canyon	Chilliwack--Fraser Canyon	Liberal Party of Canada	Parti libéral du Canada	Sweeney	Myra		(604) 795-5473	22-Sep-2008	11:30:00
59006	Delta--Richmond East	Delta--Richmond-Est	New Democratic Party	Nouveau Parti démocratique	Barna	Szilvia			22-Sep-2008	09:35:00
59006	Delta--Richmond East	Delta--Richmond-Est	Conservative Party of Canada	Parti conservateur du Canada	Cummins	John			15-Sep-2008	12:42:00
59006	Delta--Richmond East	Delta--Richmond-Est	Green Party of Canada	Le Parti Vert du Canada	Laine	Matthew		(778) 881-1411	22-Sep-2008	09:45:00
59006	Delta--Richmond East	Delta--Richmond-Est	Liberal Party of Canada	Parti libéral du Canada	Miller	Dana L.		(604) 940-6045	13-Sep-2008	04:10:00
59007	Pitt Meadows--Maple Ridge--Mission	Pitt Meadows--Maple Ridge--Mission	New Democratic Party	Nouveau Parti démocratique	Bocking	Mike		(604) 467-5553	18-Sep-2008	06:15:00
59007	Pitt Meadows--Maple Ridge--Mission	Pitt Meadows--Maple Ridge--Mission	Green Party of Canada	Le Parti Vert du Canada	Gildersleeve	Mike			20-Sep-2008	10:40:00
59007	Pitt Meadows--Maple Ridge--Mission	Pitt Meadows--Maple Ridge--Mission	Conservative Party of Canada	Parti conservateur du Canada	Kamp	Randy		1 866 466-0053	12-Sep-2008	01:25:00
59007	Pitt Meadows--Maple Ridge--Mission	Pitt Meadows--Maple Ridge--Mission	Libertarian Party of Canada	Parti Libertarien du Canada	Monds	Jeff			22-Sep-2008	11:30:00
59007	Pitt Meadows--Maple Ridge--Mission	Pitt Meadows--Maple Ridge--Mission	Independent	Indépendant	Nicholson	Evans			13-Sep-2008	09:05:00
59007	Pitt Meadows--Maple Ridge--Mission	Pitt Meadows--Maple Ridge--Mission	Liberal Party of Canada	Parti libéral du Canada	Olson	Dan		(604) 466-5766	21-Sep-2008	12:20:00
59007	Pitt Meadows--Maple Ridge--Mission	Pitt Meadows--Maple Ridge--Mission	Independent	Indépendant	Richardson	Chum		(604) 466-9349	18-Sep-2008	09:00:00
59008	Esquimalt--Juan de Fuca	Esquimalt--Juan de Fuca	New Democratic Party	Nouveau Parti démocratique	Burgis	Jennifer		(250) 381-2166	16-Sep-2008	09:00:00
59008	Esquimalt--Juan de Fuca	Esquimalt--Juan de Fuca	Conservative Party of Canada	Parti conservateur du Canada	DeSouza	Troy		(250) 478-0870	15-Sep-2008	12:00:00
59008	Esquimalt--Juan de Fuca	Esquimalt--Juan de Fuca	Green Party of Canada	Le Parti Vert du Canada	Gordon	Brian G.		(250) 588-9647	18-Sep-2008	08:10:00
59008	Esquimalt--Juan de Fuca	Esquimalt--Juan de Fuca	Liberal Party of Canada	Parti libéral du Canada	Martin	Keith		(250) 391-5744	18-Sep-2008	05:35:00
59008	Esquimalt--Juan de Fuca	Esquimalt--Juan de Fuca	Independent	Indépendant	Ney	Philip G.			21-Sep-2008	03:30:00
59008	Esquimalt--Juan de Fuca	Esquimalt--Juan de Fuca	Canadian Action Party	Parti action canadienne	Rhodes	Brad		(250) 889-7667	20-Sep-2008	02:40:00
59009	Fleetwood--Port Kells	Fleetwood--Port Kells	New Democratic Party	Nouveau Parti démocratique	Fernando	Nao		(604) 581-5502	14-Sep-2008	12:00:00
59009	Fleetwood--Port Kells	Fleetwood--Port Kells	Conservative Party of Canada	Parti conservateur du Canada	Grewal	Nina		(604) 581-3386	16-Sep-2008	03:00:00
59009	Fleetwood--Port Kells	Fleetwood--Port Kells	Liberal Party of Canada	Parti libéral du Canada	Locke	Brenda		(604) 581-7701	22-Sep-2008	11:00:00
59009	Fleetwood--Port Kells	Fleetwood--Port Kells	Green Party of Canada	Le Parti Vert du Canada	Newbold	Brian		(604) 762-8545	22-Sep-2008	10:00:00
59010	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	Green Party of Canada	Le Parti Vert du Canada	Cavers	Donovan Grube		(250) 374-0601	18-Sep-2008	06:55:00
59010	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	New Democratic Party	Nouveau Parti démocratique	Crawford	Michael		(250) 573-3677	11-Sep-2008	10:15:00
59010	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	Conservative Party of Canada	Parti conservateur du Canada	McLeod	Cathy		(250) 434-6484	13-Sep-2008	10:05:00
59010	Kamloops--Thompson--Cariboo	Kamloops--Thompson--Cariboo	Liberal Party of Canada	Parti libéral du Canada	Sommerfeld	Ken			13-Sep-2008	10:00:00
59011	Kelowna--Lake Country	Kelowna--Lake Country	Liberal Party of Canada	Parti libéral du Canada	Cabott	Diana			15-Sep-2008	04:30:00
59011	Kelowna--Lake Country	Kelowna--Lake Country	Conservative Party of Canada	Parti conservateur du Canada	Cannan	Ron		(250) 712-9239	18-Sep-2008	06:00:00
59011	Kelowna--Lake Country	Kelowna--Lake Country	Communist Party of Canada	Parti communiste du Canada	Haley	Mark		(250) 860-6108	19-Sep-2008	04:45:00
59011	Kelowna--Lake Country	Kelowna--Lake Country	New Democratic Party	Nouveau Parti démocratique	Lakes	Tish		(250) 451-6714	19-Sep-2008	04:45:00
59011	Kelowna--Lake Country	Kelowna--Lake Country	Green Party of Canada	Le Parti Vert du Canada	Reid	Angela		0	19-Sep-2008	09:35:00
59012	Kootenay--Columbia	Kootenay--Columbia	Conservative Party of Canada	Parti conservateur du Canada	Abbott	Jim		(250) 417-0015	18-Sep-2008	05:45:00
59012	Kootenay--Columbia	Kootenay--Columbia	Liberal Party of Canada	Parti libéral du Canada	Aitchison	Betty		(250) 427-3503	22-Sep-2008	12:30:00
59012	Kootenay--Columbia	Kootenay--Columbia	Green Party of Canada	Le Parti Vert du Canada	Moore	Ralph		(250) 428-7479	17-Sep-2008	05:25:00
59012	Kootenay--Columbia	Kootenay--Columbia	New Democratic Party	Nouveau Parti démocratique	Pendleton	Leon R.		(250) 423-1557	19-Sep-2008	06:10:00
59013	Langley	Langley	New Democratic Party	Nouveau Parti démocratique	Claxton	Andrew		(604) 530-1119	15-Sep-2008	07:30:00
59013	Langley	Langley	Liberal Party of Canada	Parti libéral du Canada	Gray	Jake		(604) 888-5300	20-Sep-2008	05:00:00
59013	Langley	Langley	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Gray	Ron		(604) 534-3319	17-Sep-2008	03:30:00
59013	Langley	Langley	Green Party of Canada	Le Parti Vert du Canada	Meyer	Patrick		(778) 552-5568	18-Sep-2008	03:00:00
59013	Langley	Langley	Conservative Party of Canada	Parti conservateur du Canada	Warawa	Mark		(604) 534-5109	11-Sep-2008	02:02:00
59014	Nanaimo--Alberni	Nanaimo--Alberni	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Biley	Barbara		(250) 338-4067	20-Sep-2008	02:40:00
59014	Nanaimo--Alberni	Nanaimo--Alberni	Green Party of Canada	Le Parti Vert du Canada	Fryer	John		(250) 216-5573	17-Sep-2008	06:45:00
59014	Nanaimo--Alberni	Nanaimo--Alberni	Conservative Party of Canada	Parti conservateur du Canada	Lunney	James		(250) 248-2227	14-Sep-2008	01:35:00
59014	Nanaimo--Alberni	Nanaimo--Alberni	New Democratic Party	Nouveau Parti démocratique	Maartman	Zeni		(250) 723-8525	17-Sep-2008	11:00:00
59014	Nanaimo--Alberni	Nanaimo--Alberni	Liberal Party of Canada	Parti libéral du Canada	Pesik	Richard			17-Sep-2008	07:20:00
59014	Nanaimo--Alberni	Nanaimo--Alberni	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Wagner	Frank		(250) 390-0298	20-Sep-2008	03:15:00
59015	Nanaimo--Cowichan	Nanaimo--Cowichan	New Democratic Party	Nouveau Parti démocratique	Crowder	Jean			15-Sep-2008	07:55:00
59015	Nanaimo--Cowichan	Nanaimo--Cowichan	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	East	Jack		(250) 338-4067	18-Sep-2008	01:15:00
59015	Nanaimo--Cowichan	Nanaimo--Cowichan	Conservative Party of Canada	Parti conservateur du Canada	Elley	Reed		(250) 597-4482	15-Sep-2008	07:30:00
59015	Nanaimo--Cowichan	Nanaimo--Cowichan	Green Party of Canada	Le Parti Vert du Canada	Knighton	Christina		(250) 753-1268	11-Sep-2008	04:20:00
59015	Nanaimo--Cowichan	Nanaimo--Cowichan	Liberal Party of Canada	Parti libéral du Canada	Scott	Brian			22-Sep-2008	09:20:00
59016	Newton--North Delta	Newton--Delta-Nord	Communist Party of Canada	Parti communiste du Canada	Daudharia	Harjit		(604) 254-9836	19-Sep-2008	06:00:00
59016	Newton--North Delta	Newton--Delta-Nord	Liberal Party of Canada	Parti libéral du Canada	Dhaliwal	Sukh		(604) 591-9333	16-Sep-2008	01:00:00
59016	Newton--North Delta	Newton--Delta-Nord	Independent	Indépendant	Miller-Cousineau	James William		(778) 578-5697	21-Sep-2008	02:00:00
59016	Newton--North Delta	Newton--Delta-Nord	Conservative Party of Canada	Parti conservateur du Canada	Pandher	Sandeep		(604) 572-1149	15-Sep-2008	04:00:00
59016	Newton--North Delta	Newton--Delta-Nord	Independent	Indépendant	Shavluk	John		(604) 930-5059	19-Sep-2008	03:00:00
59016	Newton--North Delta	Newton--Delta-Nord	New Democratic Party	Nouveau Parti démocratique	Townsley	Teresa		(604) 599-4288	17-Sep-2008	12:52:00
59016	Newton--North Delta	Newton--Delta-Nord	Green Party of Canada	Le Parti Vert du Canada	Walker	Liz			21-Sep-2008	05:00:00
59017	New Westminster--Coquitlam	New Westminster--Coquitlam	New Democratic Party	Nouveau Parti démocratique	Black	Dawn		(778) 397-0304	12-Sep-2008	10:31:00
59017	New Westminster--Coquitlam	New Westminster--Coquitlam	Libertarian Party of Canada	Parti Libertarien du Canada	Dahlby	Lewis C.		(604) 944-2845	22-Sep-2008	02:32:00
59017	New Westminster--Coquitlam	New Westminster--Coquitlam	Liberal Party of Canada	Parti libéral du Canada	Hassen	Michelle		(778) 355-5523	17-Sep-2008	08:58:00
59017	New Westminster--Coquitlam	New Westminster--Coquitlam	Conservative Party of Canada	Parti conservateur du Canada	Martin	Yonah		(604) 937-5297	16-Sep-2008	07:25:00
59017	New Westminster--Coquitlam	New Westminster--Coquitlam	Green Party of Canada	Le Parti Vert du Canada	Smith	Marshall		(778) 229-6495	17-Sep-2008	12:52:00
59017	New Westminster--Coquitlam	New Westminster--Coquitlam	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Verrier	Roland		(250) 338-4067	20-Sep-2008	12:39:00
59018	Okanagan--Shuswap	Okanagan--Shuswap	Green Party of Canada	Le Parti Vert du Canada	Allen	Huguette			12-Sep-2008	01:00:00
59018	Okanagan--Shuswap	Okanagan--Shuswap	New Democratic Party	Nouveau Parti démocratique	Brown	Alice		(250) 260-8441	18-Sep-2008	11:02:00
59018	Okanagan--Shuswap	Okanagan--Shuswap	No Affiliation	Aucune appartenance	Campbell	Gordie		(250) 546-2510	18-Sep-2008	10:50:00
59018	Okanagan--Shuswap	Okanagan--Shuswap	Liberal Party of Canada	Parti libéral du Canada	Francis	Janna		(250) 503-5580	16-Sep-2008	03:35:00
59018	Okanagan--Shuswap	Okanagan--Shuswap	Conservative Party of Canada	Parti conservateur du Canada	Mayes	Colin		(250) 275-7778	12-Sep-2008	12:08:00
59018	Okanagan--Shuswap	Okanagan--Shuswap	Canadian Action Party	Parti action canadienne	Seymour	Darren		(250) 547-6629	17-Sep-2008	10:03:00
59019	North Vancouver	North Vancouver	Libertarian Party of Canada	Parti Libertarien du Canada	Audain	Tunya		(604) 926-9081	17-Sep-2008	09:00:00
59019	North Vancouver	North Vancouver	Liberal Party of Canada	Parti libéral du Canada	Bell	Don		(604) 987-2355	16-Sep-2008	11:00:00
59019	North Vancouver	North Vancouver	New Democratic Party	Nouveau Parti démocratique	Charrois	Michael		(778) 773-1147	19-Sep-2008	11:00:00
59019	North Vancouver	North Vancouver	Conservative Party of Canada	Parti conservateur du Canada	Saxton	Andrew		(604) 986-5515	19-Sep-2008	06:40:00
59019	North Vancouver	North Vancouver	Green Party of Canada	Le Parti Vert du Canada	Stephenson	Jim		(604) 985-5482	18-Sep-2008	10:30:00
59020	Okanagan--Coquihalla	Okanagan--Coquihalla	Green Party of Canada	Le Parti Vert du Canada	Bouchard	Dan			22-Sep-2008	10:00:00
59020	Okanagan--Coquihalla	Okanagan--Coquihalla	Conservative Party of Canada	Parti conservateur du Canada	Day	Stockwell			17-Sep-2008	04:23:00
59020	Okanagan--Coquihalla	Okanagan--Coquihalla	Liberal Party of Canada	Parti libéral du Canada	Hallford	Valerie		(250) 276-5376	22-Sep-2008	03:25:00
59020	Okanagan--Coquihalla	Okanagan--Coquihalla	New Democratic Party	Nouveau Parti démocratique	Poynting	Ralph			22-Sep-2008	04:00:00
59021	Port Moody--Westwood--Port Coquitlam	Port Moody--Westwood--Port Coquitlam	Green Party of Canada	Le Parti Vert du Canada	Brindamour	Rod		(604) 617-9828	22-Sep-2008	12:55:00
59021	Port Moody--Westwood--Port Coquitlam	Port Moody--Westwood--Port Coquitlam	Libertarian Party of Canada	Parti Libertarien du Canada	Gillespie	Rob		(604) 944-2845	22-Sep-2008	12:10:00
59021	Port Moody--Westwood--Port Coquitlam	Port Moody--Westwood--Port Coquitlam	Liberal Party of Canada	Parti libéral du Canada	McKinnon	Ron		(778) 284-1120	11-Sep-2008	06:12:00
59021	Port Moody--Westwood--Port Coquitlam	Port Moody--Westwood--Port Coquitlam	Conservative Party of Canada	Parti conservateur du Canada	Moore	James		(604) 461-6222	15-Sep-2008	04:18:00
59021	Port Moody--Westwood--Port Coquitlam	Port Moody--Westwood--Port Coquitlam	New Democratic Party	Nouveau Parti démocratique	Royer	Zoë		(778) 285-9774	19-Sep-2008	04:45:00
59022	Prince George--Peace River	Prince George--Peace River	New Democratic Party	Nouveau Parti démocratique	Bekkering	Betty			15-Sep-2008	11:35:00
59022	Prince George--Peace River	Prince George--Peace River	Green Party of Canada	Le Parti Vert du Canada	Crowley	Hilary		(250) 614-4645	18-Sep-2008	12:50:00
59022	Prince George--Peace River	Prince George--Peace River	Liberal Party of Canada	Parti libéral du Canada	Gidney	Lindsay			22-Sep-2008	10:00:00
59022	Prince George--Peace River	Prince George--Peace River	Conservative Party of Canada	Parti conservateur du Canada	Hill	Jay		(250) 785-8548	12-Sep-2008	07:05:00
59023	Richmond	Richmond	Liberal Party of Canada	Parti libéral du Canada	Chan	Raymond		(604) 273-5633	22-Sep-2008	05:10:00
59023	Richmond	Richmond	Independent	Indépendant	Chen	Wei Ping		(604) 303-0318	20-Sep-2008	12:00:00
59023	Richmond	Richmond	New Democratic Party	Nouveau Parti démocratique	Jackaman	Dale			20-Sep-2008	04:30:00
59023	Richmond	Richmond	Independent	Indépendant	To	Dobie Yiu-Chung		(604) 644-3968	22-Sep-2008	11:30:00
59023	Richmond	Richmond	Green Party of Canada	Le Parti Vert du Canada	Wolfe	Michael Anthony		(604) 278-9341	22-Sep-2008	10:20:00
59023	Richmond	Richmond	Conservative Party of Canada	Parti conservateur du Canada	Wong	Alice		(778) 317-2336	16-Sep-2008	11:05:00
59024	Saanich--Gulf Islands	Saanich--Gulf Islands	Canadian Action Party	Parti action canadienne	Arney	Jeremy			23-Sep-2008	02:13:00
59024	Saanich--Gulf Islands	Saanich--Gulf Islands	Libertarian Party of Canada	Parti Libertarien du Canada	Leier	Dale P.		(250) 920-9955	24-Sep-2008	11:05:00
59024	Saanich--Gulf Islands	Saanich--Gulf Islands	Green Party of Canada	Le Parti Vert du Canada	Lewis	Andrew		1 866 656-2221	22-Sep-2008	11:54:00
59024	Saanich--Gulf Islands	Saanich--Gulf Islands	Conservative Party of Canada	Parti conservateur du Canada	Lunn	Gary		(250) 479-1241	17-Sep-2008	04:05:00
59024	Saanich--Gulf Islands	Saanich--Gulf Islands	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Moreau	Dan			22-Sep-2008	10:53:00
59024	Saanich--Gulf Islands	Saanich--Gulf Islands	Western Block Party	Western Block Party	O'Brien	Patricia		(250) 727-3438	24-Sep-2008	10:00:00
59024	Saanich--Gulf Islands	Saanich--Gulf Islands	Liberal Party of Canada	Parti libéral du Canada	Penn	Briony			18-Sep-2008	10:15:00
59024	Saanich--Gulf Islands	Saanich--Gulf Islands	New Democratic Party	Nouveau Parti démocratique	West	Julian		(250) 590-4025	20-Sep-2008	03:00:00
59025	Skeena--Bulkley Valley	Skeena--Bulkley Valley	Green Party of Canada	Le Parti Vert du Canada	Arendt	Hondo			13-Sep-2008	05:00:00
59025	Skeena--Bulkley Valley	Skeena--Bulkley Valley	New Democratic Party	Nouveau Parti démocratique	Cullen	Nathan		(250) 635-1751	17-Sep-2008	05:10:00
59025	Skeena--Bulkley Valley	Skeena--Bulkley Valley	Canadian Action Party	Parti action canadienne	Goodacre	Mary-Etta		(250) 847-4382	23-Sep-2008	03:20:00
59025	Skeena--Bulkley Valley	Skeena--Bulkley Valley	Liberal Party of Canada	Parti libéral du Canada	Morhart	Corinna		(250) 624-3566	15-Sep-2008	04:30:00
59025	Skeena--Bulkley Valley	Skeena--Bulkley Valley	Conservative Party of Canada	Parti conservateur du Canada	Smith	Sharon		1 877 237-6484	11-Sep-2008	07:05:00
59025	Skeena--Bulkley Valley	Skeena--Bulkley Valley	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Taylor	Rod		(250) 847-3990	12-Sep-2008	04:30:00
59026	British Columbia Southern Interior	Colombie-Britannique-Southern Interior	New Democratic Party	Nouveau Parti démocratique	Atamanenko	Alex			16-Sep-2008	07:30:00
59026	British Columbia Southern Interior	Colombie-Britannique-Southern Interior	Liberal Party of Canada	Parti libéral du Canada	Jagpal	Brenda		(250) 368-8651	22-Sep-2008	11:35:00
59026	British Columbia Southern Interior	Colombie-Britannique-Southern Interior	Green Party of Canada	Le Parti Vert du Canada	Morel	Andy		(250) 362-5042	17-Sep-2008	10:50:00
59026	British Columbia Southern Interior	Colombie-Britannique-Southern Interior	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Sproule	Brian		(250) 338-4067	20-Sep-2008	06:25:00
59026	British Columbia Southern Interior	Colombie-Britannique-Southern Interior	Conservative Party of Canada	Parti conservateur du Canada	Zandee	Rob		(250) 304-2250	12-Sep-2008	03:00:00
59027	South Surrey--White Rock--Cloverdale	Surrey-Sud--White Rock--Cloverdale	Green Party of Canada	Le Parti Vert du Canada	Blair	David		(604) 514-2217	20-Sep-2008	01:30:00
59027	South Surrey--White Rock--Cloverdale	Surrey-Sud--White Rock--Cloverdale	Conservative Party of Canada	Parti conservateur du Canada	Hiebert	Russ		(604) 542-5157	11-Sep-2008	03:00:00
59027	South Surrey--White Rock--Cloverdale	Surrey-Sud--White Rock--Cloverdale	Liberal Party of Canada	Parti libéral du Canada	Higginbotham	Judy		(778) 294-5535	15-Sep-2008	02:30:00
59027	South Surrey--White Rock--Cloverdale	Surrey-Sud--White Rock--Cloverdale	Progressive Canadian Party	Parti Progressiste Canadien	Marlatt	Brian		(604) 541-9283	21-Sep-2008	03:30:00
